id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33659923,Precioso Loft ideal parejas en el centro de Bcn,6634946,Carlota (Kali),Eixample,l'Antiga Esquerra de l'Eixample,41.38885,2.14994,Private room,52,30,36,2021-07-28,1.24,1,84,10,Exempt
33680591,"Park view, relaxing and cozy apartment double room",44445863,Angelo,Sants-Montjuïc,Hostafrancs,41.37729,2.14191,Private room,22,31,34,2020-01-08,1.23,2,246,13,Exempt
33681381,Private room &toilet/Hab y baño privado PL ESPAÑA,253868713,Cristina,Sants-Montjuïc,la Font de la Guatlla,41.37183,2.14496,Private room,50,1,21,2020-03-01,0.72,1,0,0,Exempt
33682220,Casa Cosi - Eixample 4,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.3861,2.15725,Entire home/apt,352,3,26,2021-07-25,0.89,20,236,4,HUTB-004231
33682692,Casa Cosi - Eixample 2,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.38753,2.15786,Entire home/apt,283,3,32,2020-03-08,1.13,20,329,2,HUTB-004242
33683065,Habitación para 3 personas cerca las Ramblas.,253883026,Juan Carlos,Sants-Montjuïc,el Poble Sec,41.37345,2.17028,Private room,55,1,30,2019-05-10,1.03,2,148,0,Exempt
33683305,Fantástico apartamento  en Gracia,253465692,Josep,Gràcia,la Vila de Gràcia,41.39822,2.15441,Entire home/apt,64,32,5,2021-08-06,0.19,16,320,2,
33683443,"Guest House "" Mana Mana """,253887247,Mana,Sant Martí,el Parc i la Llacuna del Poblenou,41.39937,2.18983,Private room,84,1,10,2019-07-06,0.36,1,11,0,Exempt
33697199,Charming flat in Gracia!,3006627,Sandra,Gràcia,la Vila de Gràcia,41.40315,2.15671,Entire home/apt,90,3,18,2019-09-06,0.69,1,153,2,HUTB-006010
33698168,ESTUDIO peqño CON BAÑO PRIBADO SOLEADO JUNTO METRO,9922976,Isa  Y Juan,Sant Andreu,Sant Andreu,41.43099,2.1854,Private room,38,4,17,2019-06-18,0.59,4,58,2,HUTB-007394
33699122,BBarcelona Family Flat - 4922,238724735,BBarcelona Apartments,Eixample,la Sagrada Família,41.40527,2.18132,Entire home/apt,153,2,3,2021-05-14,0.13,21,297,1,HUTB-004306
33700185,1226 - BEACH DUPLEX VIEWS APARTMENT,5729069,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40005,2.20901,Entire home/apt,266,1,2,2020-08-01,0.09,24,0,0,HUTB-011466
33703229,Luxury Apartment Sagrada Familia & Ocean View★★★★★,525793,Marco,Eixample,la Dreta de l'Eixample,41.39605,2.17665,Entire home/apt,300,3,30,2021-07-05,14.52,1,105,8,HUTB-001172
33703821,Tiny bunk bed room under the stairs,46637327,Maria Victoria,Sant Martí,el Poblenou,41.40457,2.2025,Private room,20,14,20,2021-08-20,0.71,4,337,1,Exempt
33707042,"Luminous, renewed apartment at Sagrada Familia.",5963978,Alejandro,Eixample,la Sagrada Família,41.40244,2.17764,Entire home/apt,80,32,0,,,1,253,0,
33708795,"Room nearly sagrada familia, beach and Ramblas",246340182,Irvin,Sant Martí,Sant Martí de Provençals,41.41376,2.20028,Private room,28,4,37,2021-07-31,1.28,6,125,5,Exempt
33711326,Piso artistico y minimalista en un barrio cool,1227056,Toky,Sants-Montjuïc,Sants,41.37333,2.13305,Private room,60,1,0,,,1,358,0,Exempt
33715561,Camp Nou - Habitación doble en piso reformado,177204439,Melisa,Les Corts,la Maternitat i Sant Ramon,41.37711,2.12402,Private room,35,32,2,2019-10-25,0.08,2,0,0,
33715613,HABITACION DOBLE MATRIMONIO,23119671,Ru,Eixample,Sant Antoni,41.37569,2.15231,Private room,49,3,0,,,2,87,0,Exempt
33727898,Spacious bright apartment near the Magic Fountain,251710733,Magda,Eixample,Sant Antoni,41.37585,2.15412,Entire home/apt,200,2,9,2021-08-28,0.31,4,150,2,HUTB-008684
33729800,Cozy flat 2 2 in the heart of Barcelona center,217210393,Paola,Eixample,l'Antiga Esquerra de l'Eixample,41.38508,2.15713,Entire home/apt,45,90,0,,,7,238,0,
33730696,"Cozy flat in the heart of Barcelona, refurbished",217210393,Paola,Eixample,l'Antiga Esquerra de l'Eixample,41.38508,2.15713,Entire home/apt,45,90,0,,,7,238,0,
33732476,Habitacion privada en piso compartido,254276515,Daniel Gheorghe,Eixample,l'Antiga Esquerra de l'Eixample,41.38842,2.1605,Private room,54,3,39,2020-01-06,1.35,1,0,0,Exempt
33734214,Big and bright flat in center,254288676,Liliana Del Pilar,Ciutat Vella,el Barri Gòtic,41.38212,2.17535,Entire home/apt,169,3,38,2020-02-23,1.44,1,51,0,HUTB-004007
33735182,Amazing place with terrace and sea view,47171261,"Lina, Paola, Ana & Ezequiel",Ciutat Vella,la Barceloneta,41.38067,2.19006,Entire home/apt,117,32,1,2019-09-01,0.04,58,296,0,Exempt
33735847,Loft in Barcelona (renovated 2020),3039107,Manuel,Ciutat Vella,el Raval,41.37713,2.16896,Entire home/apt,26,30,0,,,24,224,0,Exempt
33736156,Habitacion en el centro de la ciudad cerca de todo,254302017,Leonardo,Ciutat Vella,el Raval,41.37993,2.17355,Private room,33,10,26,2019-06-15,0.91,1,0,10,Exempt
33738040,MODERNISM AND LUXURY IN QUIET AND CENTRAL AREA,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.3943,2.16013,Entire home/apt,55,32,2,2020-09-04,0.09,13,1,0,
33746032,APARTMENT NEAR THE BEACH AND THE RAMBLA POBLENOU,1766283,Salva,Sant Martí,el Poblenou,41.40083,2.2047,Entire home/apt,70,4,42,2021-08-27,1.54,6,294,15,HUTB-005062
33746732,XXL Bedroom big & bright flat 80€/night. By chat,212782153,Marc,Les Corts,la Maternitat i Sant Ramon,41.38732,2.12515,Private room,80,30,0,,,1,88,0,
33747902,Habitacion privada,155156284,Bere,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40447,2.16552,Private room,25,30,1,2019-04-26,0.03,1,0,0,
33748174,Nice room with private bathroom,89682272,Daniel,Sants-Montjuïc,Sants,41.37979,2.13408,Private room,45,1,17,2019-09-29,0.64,1,0,0,Exempt
33755023,Dreamed private room in the middle of Barri Gòtic,101486625,Iggy,Ciutat Vella,el Barri Gòtic,41.38093,2.17761,Private room,43,3,25,2021-07-31,2.33,2,309,16,Exempt
33762391,Sunny apartment with great views in Plaza España,251710733,Magda,Eixample,Sant Antoni,41.37636,2.15265,Entire home/apt,236,2,0,,,4,150,0,HUTB-009311
33764163,Cosy home next to Sagrada Familia,47171261,"Lina, Paola, Ana & Ezequiel",Eixample,la Dreta de l'Eixample,41.39946,2.17304,Entire home/apt,129,2,311,2021-01-17,11.55,58,361,20,HUTB-003740
33767009,Lovely apartment next to Sagrada Familia,21162448,Lodging,Eixample,la Dreta de l'Eixample,41.39554,2.17183,Entire home/apt,128,32,14,2019-08-04,0.52,2,305,1,HUTB-003743
33771133,P.GRACIA.Luxury Suite.Cozy.Decoration.Quiet.Wifi.,10116421,Juanjo,Eixample,l'Antiga Esquerra de l'Eixample,41.38963,2.16194,Entire home/apt,167,1,35,2020-03-15,1.30,4,123,0,HUTB-010063
33773013,Good Rest in 15 min to the CityCenter,254588679,Angel,Sant Martí,Sant Martí de Provençals,41.4137,2.19472,Entire home/apt,97,1,1,2019-04-18,0.03,1,0,0,Exempt
33773458,HOME SWEET HOME,206654011,Juliyoslen,Sants-Montjuïc,la Bordeta,41.37125,2.13913,Private room,40,2,3,2019-05-03,0.10,1,365,0,Exempt
33774032,Confortable & single bedroom - Sagrada Familia,139450706,Sonia,Eixample,la Sagrada Família,41.40631,2.17207,Private room,23,1,74,2019-10-23,2.52,2,72,15,Exempt
33774105,Superior twin room with Balcony & Private bathroom,254596373,Tanya,Ciutat Vella,el Barri Gòtic,41.38731,2.17207,Private room,93,1,0,,,8,175,0,HB-000087
33790592,Independecia Apartment （3 bedroom）,180908619,Melissa,Sant Martí,el Camp de l'Arpa del Clot,41.41093,2.1772,Entire home/apt,60,30,2,2019-08-25,0.09,6,253,0,
33792926,Room for 2 guests en Barcelona!,254973345,Simon,Sants-Montjuïc,Sants,41.37353,2.13288,Private room,45,2,5,2019-06-27,0.19,1,267,0,Exempt
33793100,Independencia Apartment(2 bedroom),180908619,Melissa,Eixample,la Sagrada Família,41.41075,2.177,Entire home/apt,60,30,1,2020-01-10,0.05,6,253,0,
33794210,Habitacion doble en el centro de Barcelona,50201561,Daniel,Sants-Montjuïc,el Poble Sec,41.37374,2.17,Private room,24,32,17,2019-10-03,0.60,1,337,0,Exempt
33797183,5-bedroom 3 bathroom apartment with lots of style,5614931,Fisa Rentals,Eixample,la Dreta de l'Eixample,41.39116,2.17127,Entire home/apt,349,4,10,2021-08-28,2.73,40,95,9,HUTB-356284
33799351,"Room for 2 people near Camp Nou, Barcelona",255184044,Miguel Alejandro,Sants-Montjuïc,Sants,41.3797,2.13407,Private room,30,1,11,2019-08-05,0.39,1,357,0,Exempt
33801268,Apartment ideal for couples 10 min from the beach!,255199886,Abraham,Sant Martí,Provençals del Poblenou,41.41018,2.20593,Entire home/apt,95,1,0,,,1,0,0,Exempt
33802746,17th Century Palace in the heart of Barcelona,1743413,Julia,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38525,2.1799,Entire home/apt,719,31,1,2019-11-24,0.05,1,90,0,
33806626,Habitacion individual muy cerca de La Rambla,34808996,Ivan,Ciutat Vella,el Raval,41.37662,2.17398,Private room,35,3,0,,,1,179,0,Exempt
33816957,En el corazón del barrio de Gracia,2818497,Miriam,Gràcia,la Vila de Gràcia,41.401,2.15607,Entire home/apt,107,3,18,2019-11-20,0.63,1,268,6,HUTB002296
33818867,1-CERCA DE PLAYA /METRO/CENTRO-CON ASCENSOR,255191262,Sonia,Sant Martí,Provençals del Poblenou,41.40833,2.20572,Private room,58,3,16,2019-06-16,0.55,3,0,0,Exempt
33820070,SUPERIOR THREE BEDROOMS APARTMENT WITH TERRACE,6544866,Mariana & Ramón,Eixample,la Dreta de l'Eixample,41.39264,2.17275,Entire home/apt,208,1,15,2019-06-14,0.67,12,162,9,HUTB-008663
33820361,Comoda y luminosa habitación en Gracia!,36607755,Igor,Gràcia,la Vila de Gràcia,41.4063,2.15135,Private room,20,32,0,,,91,283,0,
33820774,Luminosa habitación con cama doble en Gracia!,36607755,Igor,Gràcia,la Vila de Gràcia,41.40583,2.15154,Private room,22,32,0,,,91,253,0,
33821130,Enorme habitación con cama doble y baño privado!,36607755,Igor,Gràcia,la Vila de Gràcia,41.40625,2.15093,Private room,25,32,0,,,91,237,0,
33823020,Amplia y luminosa habitación con baño privado!,36607755,Igor,Gràcia,la Vila de Gràcia,41.40503,2.15167,Private room,25,32,0,,,91,194,0,
33823232,Cómoda habitación con cama doble en Gracia!,36607755,Igor,Gràcia,la Vila de Gràcia,41.40639,2.15045,Private room,20,32,0,,,91,222,0,
33823337,"Luxury apartment in Port Forum, Barcelona",255365195,Deniz,Sant Martí,el Besòs i el Maresme,41.41351,2.22046,Entire home/apt,120,30,2,2019-11-05,0.08,1,160,0,
33824058,Preciosa habitación en el gótico,255373494,Emily,Ciutat Vella,el Barri Gòtic,41.38537,2.17359,Private room,40,2,7,2019-07-19,0.24,1,0,0,Exempt
33826880,MODERNISM AND LUXURY IN THE HEART OF THE CITY,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.39377,2.1614,Entire home/apt,70,32,2,2019-12-06,0.77,13,57,1,
33826984,Double room closed to Plaza España,13033664,Cassie,Eixample,Sant Antoni,41.37746,2.15514,Private room,35,31,0,,,9,253,0,No need for long term renting.
33827034,Nice Room closed to plaza España,13033664,Cassie,Eixample,Sant Antoni,41.37771,2.15516,Private room,35,31,1,2019-05-29,0.04,9,253,0,No need for long term renting.
33830686,Large 3 bedroom Gothic quarter apartment I,5264883,Unique,Ciutat Vella,el Barri Gòtic,41.37792,2.17695,Entire home/apt,69,32,2,2019-08-10,0.11,44,194,0,Exempt
33831366,Gothic quarter studio I,5264883,Unique,Ciutat Vella,el Barri Gòtic,41.37906,2.17717,Entire home/apt,41,32,9,2021-07-26,0.32,44,337,2,Exempt
33834902,2- PLAYA/SAG. FAMILIA/T. AGBAR/FORUM -con ascensor,255191262,Sonia,Sant Martí,Provençals del Poblenou,41.40833,2.20572,Private room,58,3,26,2019-08-26,0.92,3,0,0,Exempt
33842210,Rambla cataluña ¡DISPONIBLE!,246626730,Oscar,Ciutat Vella,el Raval,41.37854,2.16859,Private room,19,31,0,,,2,365,0,
33863176,Stylish appartment in Barcelona city center,129106951,Chichi,Sants-Montjuïc,Sants,41.37571,2.13639,Entire home/apt,119,30,0,,,1,179,0,
33866425,Habitacion doble  en el centro de Barcelona!,70106729,Mercedes,Eixample,la Nova Esquerra de l'Eixample,41.38212,2.14762,Private room,43,2,0,,,1,57,0,Exempt
33867809,Small room en ambiente familiar,255739529,Luis,Nou Barris,la Prosperitat,41.44311,2.17961,Private room,25,1,3,2019-04-21,0.10,1,357,0,Exempt
33868739,Bienvenido a mi pequeño espacio familiar,110479975,Jessica,Sant Martí,la Verneda i la Pau,41.42368,2.20966,Private room,33,2,30,2019-11-05,1.04,1,10,0,Exempt
33870934,1-bedroom apartment- Plaza España,255761322,Aurora,Eixample,Sant Antoni,41.3766,2.15307,Entire home/apt,64,3,64,2021-08-31,2.32,2,0,11,Exempt
33872864,Bright and cosy 2 bedrooms apartment / BCN center,255780137,Andrea,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3865,2.18302,Entire home/apt,240,3,1,2019-04-18,0.03,1,0,0,HUTB-005023
33886577,Habitación doble en piso familiar,106498644,Jose Manuel,Horta-Guinardó,Sant Genís dels Agudells,41.4257,2.13913,Private room,30,2,3,2019-08-19,0.12,1,0,0,Exempt
33892250,Fantastico Apartamento recién renovado en Lesseps,10547296,Flateli,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40702,2.14688,Entire home/apt,65,32,1,2019-06-21,0.04,65,0,0,
33895636,✪Live near and dine on Pl. Espanya (in center)✪,106282219,Dimitar And Marija,Sants-Montjuïc,Sants,41.37583,2.1373,Entire home/apt,45,32,0,,,1,364,0,
33897132,MODERNISM AND LUXURY IN THE EIXAMPLE,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.39367,2.16139,Entire home/apt,70,32,4,2020-06-30,0.18,13,61,1,
33898095,MODERNIST AND LUXURIOUS FLAT IN IDYLLIC LOCATION,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.39398,2.16158,Entire home/apt,70,32,3,2021-08-10,0.14,13,61,2,
33898097,Pequeña habitación en piso céntrico,255973701,Pedro Rafael,Eixample,Sant Antoni,41.38091,2.15999,Private room,25,2,28,2019-09-22,0.99,1,0,0,Exempt
33899290,Independencia Apartment 242,180908619,Melissa,Sant Martí,el Clot,41.40634,2.18417,Entire home/apt,166,1,16,2020-03-01,0.66,6,68,0,HUTB-011211
33899460,MODERNIST AND LUXURIOUS FLAT IN THE EIXAMPLE,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.39377,2.16038,Entire home/apt,70,32,7,2021-07-01,0.33,13,5,2,
33906973,Your ideal place to live in the heart of Barcelona,3479346,Ewa & Pau,Ciutat Vella,el Barri Gòtic,41.38634,2.17362,Entire home/apt,135,31,7,2020-02-08,0.26,16,218,2,
33925020,"Upscale city center apartment w/ pool, gym, sauna",5264883,Unique,Eixample,l'Antiga Esquerra de l'Eixample,41.38739,2.16417,Entire home/apt,126,32,2,2019-09-03,0.07,44,314,0,
33929794,Cosy 3 bedroom apartment near Arc de Triomf,158023606,Habitat Apartments,Eixample,la Dreta de l'Eixample,41.39339,2.17562,Entire home/apt,230,1,12,2019-07-19,0.53,111,0,0,HUTB-010073
33932131,MODERNIST AND LUXURIOUS APARTMENT IN EIXAMPLE,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.3937,2.16045,Entire home/apt,70,32,3,2020-08-21,1.05,13,31,1,
33932434,MODERNIST AND LUXURIOUS APARTMENT IN CENTRAL AREA,250093014,B&F Granados,Eixample,la Dreta de l'Eixample,41.39561,2.1614,Entire home/apt,70,32,0,,,13,0,0,
33940949,Anna’s place,256294156,Anna,Eixample,Sant Antoni,41.37672,2.15326,Private room,96,3,5,2019-10-02,0.17,1,362,0,Exempt
33962404,Centrica habitacion,256448711,Mercedes,Sants-Montjuïc,la Bordeta,41.36909,2.13463,Private room,30,2,0,,,2,336,0,Exempt
33962533,PRIVATE AND LOVELY ROOM FOR TWO OR ONE.,256450478,Juan,Sant Martí,el Clot,41.4117,2.18927,Private room,300,3,51,2020-02-12,1.76,1,0,0,Exempt
33978097,Sagrada familia - Hospital de Sant Pau,256569872,Pep,Sant Martí,el Camp de l'Arpa del Clot,41.41187,2.17927,Private room,43,3,18,2019-09-30,0.64,1,0,0,Exempt
33980211,Beautiful apartment in the city center of BCN!,224372816,Henrik,Ciutat Vella,el Raval,41.37875,2.16944,Entire home/apt,139,4,82,2021-08-09,3.25,11,0,30,HUTB-002433
33980441,AB Gracia 5 bedroom apartment with balcony - Ref. GI2818,4459553,Eva&Jack,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40298,2.14964,Entire home/apt,360,2,10,2019-12-14,0.36,177,80,0,HUTB-005831
33984534,Key BCN Girona 4.1,2439400,KeyBarcelona,Eixample,la Dreta de l'Eixample,41.3991,2.16602,Entire home/apt,181,1,18,2019-09-22,0.69,24,154,0,HUTB-010897
33984599,Habitación para 1 o 2 pers en piso bien comunicado,12645983,Marcos,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.40004,2.14524,Private room,53,1,1,2019-08-25,0.04,1,365,0,Exempt
33986160,Casa Cosi - Eixample 1,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.38818,2.15572,Entire home/apt,176,3,22,2019-10-05,0.87,20,305,3,HUTB-007571
33988542,Mireia's Attic,3204398,Mireia,Sant Andreu,la Trinitat Vella,41.45007,2.19104,Entire home/apt,49,32,3,2019-10-03,0.12,2,0,0,
33991419,Habitacion  en el centro de barcelona,256448711,Mercedes,Sants-Montjuïc,la Font de la Guatlla,41.3704,2.14425,Private room,45,3,6,2019-08-24,0.24,2,364,2,Exempt
33991934,Cozy little room with private bath at The Borne,12291225,Hector,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.388821,2.180652,Private room,53,1,115,2021-07-26,3.94,2,356,22,Exempt
33995917,Comfortable double bedroom in a quiet neighborhood,44413943,Giampiero,Horta-Guinardó,el Carmel,41.42317,2.15376,Private room,35,3,1,2019-05-20,0.04,1,82,0,Exempt
34006185,Private Room next to Francesc Macia,2953177,Luisa Fernanda,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39566,2.14376,Private room,57,2,10,2019-09-14,0.35,1,0,0,Exempt
34008378,TINY DOUBLE ROOM IN EIXAMPLE!,1528801,Gladys Edith,Eixample,la Dreta de l'Eixample,41.39282,2.16953,Private room,35,5,15,2019-07-20,0.55,3,0,2,Exempt
34020183,Rincón de oro,256870952,Patrice,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38745,2.17893,Private room,65,3,26,2019-06-25,0.90,1,0,0,Exempt
34029356,CITY CENTRE APARTMENT,172676838,The5rooms Apartments,Eixample,la Dreta de l'Eixample,41.38844,2.1725,Entire home/apt,312,1,0,,,1,286,0,HUTB-002661
34039494,Central Apartment in L'Eixample,17687378,Güher,Eixample,la Dreta de l'Eixample,41.394,2.16195,Entire home/apt,103,32,1,2019-09-04,0.04,1,364,0,
34048322,"Authentic, modern apartment close to Pl. Catalunya",257104084,Nina&Nicolas,Eixample,la Dreta de l'Eixample,41.38842,2.1725,Entire home/apt,80,31,7,2019-11-26,0.28,1,239,3,
34056491,Room in pretty apartment with minimalist interior.,257165726,Veera,Horta-Guinardó,el Baix Guinardó,41.40769,2.16928,Private room,22,1,12,2019-05-24,0.44,1,0,0,Exempt
34058052,Brilliant double room in heart of gotico,257177543,Carlos,Ciutat Vella,el Raval,41.37939,2.16494,Private room,200,1,0,,,2,365,0,HUTB-586348
34062138,"Near of the beach 50m, Rambla Poblé Nou",238439074,Michael,Sant Martí,el Poblenou,41.39863,2.20508,Private room,75,4,9,2019-09-16,0.32,3,291,0,Exempt
34076166,Maravilloso Apartamento en Barcelona,257312692,Yadira,Ciutat Vella,el Raval,41.37902,2.16959,Private room,24,30,1,2019-05-31,0.04,1,0,0,
34080331,Bright Bedroom & Private Bath in Center El Borne,9912948,Dee,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38739,2.17718,Private room,45,4,25,2020-03-01,1.01,1,0,0,Exempt
34090859,Veena's Barcelona Apartment,619064,Veena,Gràcia,la Vila de Gràcia,41.40684,2.15864,Entire home/apt,71,2,62,2021-07-15,2.26,1,95,10,HUTB-011644
34100766,Sweet Inn | Elegant 3BR in Eixample,32037490,SweetInn,Eixample,la Nova Esquerra de l'Eixample,41.38036,2.15239,Entire home/apt,98,2,5,2019-11-01,0.19,91,198,0,HUTB007614
34105182,Great 2 bedroom next to Sagrada Familia,158023606,Habitat Apartments,Sant Martí,el Camp de l'Arpa del Clot,41.41064,2.17751,Entire home/apt,97,1,9,2020-02-14,0.35,111,103,3,HUTB-011214
34105202,Charming apartment in Eixample,158023606,Habitat Apartments,Sant Martí,el Camp de l'Arpa del Clot,41.41277,2.17669,Entire home/apt,96,1,5,2020-03-11,0.34,111,108,0,HUTB-011239
34105210,Comfortable apartment next to Sagrada Familia,158023606,Habitat Apartments,Eixample,la Sagrada Família,41.4109,2.17606,Entire home/apt,97,1,19,2021-08-09,0.73,111,76,5,HUTB-011218
34108603,Principation,257548989,Santiago,Ciutat Vella,el Raval,41.3803,2.1634,Private room,45,3,8,2019-10-14,0.28,1,88,0,Exempt
34111070,Eixample City Center 2BR Flat | 3 min. Urgell,129000409,Olala Homes,Eixample,l'Antiga Esquerra de l'Eixample,41.38419,2.161,Entire home/apt,70,33,1,2019-10-20,0.04,13,279,0,Exempt
34113876,Lovely double room in Raval,257177543,Carlos,Ciutat Vella,el Raval,41.37952,2.16472,Private room,150,3,0,,,2,365,0,HUTB-825767
34123795,Barcelona  Centro Las Ramblas,189397009,Ciprian,Eixample,l'Antiga Esquerra de l'Eixample,41.39001,2.16097,Private room,80,1,2,2019-05-11,0.07,1,365,0,Exempt
34133454,Be Mate Paseo de Gracia Balcony,54310958,Be Mate,Gràcia,la Vila de Gràcia,41.39763,2.15934,Entire home/apt,175,2,19,2019-10-20,0.71,7,313,4,HUTB-042479
34134281,Be Mate Paseo de Gracia Executive,54310958,Be Mate,Gràcia,la Vila de Gràcia,41.39781,2.15719,Entire home/apt,215,2,18,2021-08-24,0.69,7,313,10,HUTB-064794
34135546,Apartment with views just by Valle Hebron Hospital,138009034,Fernando,Horta-Guinardó,Montbau,41.43242,2.14388,Entire home/apt,50,31,2,2021-09-03,1.33,3,263,2,
34135594,Be Mate Paseo de Gracia Executive Terrace,54310958,Be Mate,Gràcia,la Vila de Gràcia,41.39769,2.15723,Entire home/apt,265,2,9,2020-03-14,0.39,7,279,1,HUTB-053057
34136135,Be Mate Paseo de Gracia Suite Terrace,54310958,Be Mate,Gràcia,la Vila de Gràcia,41.39735,2.15722,Entire home/apt,290,2,1,2021-05-16,0.25,7,285,1,HUTB-005571
34151554,AMAIZING TOP FLOOR,244694473,Isabel,Horta-Guinardó,la Teixonera,41.42542,2.15032,Entire home/apt,65,32,0,,,3,25,0,
34151968,Maravillosa casa de 3 plantas con Jacuzzi,244694473,Isabel,Horta-Guinardó,la Teixonera,41.42488,2.15025,Entire home/apt,75,32,0,,,3,40,0,
34158979,Bed in 4-Bed Female Dorm Room private bathroom,19394205,Free Hostels,Eixample,la Nova Esquerra de l'Eixample,41.3886,2.14448,Shared room,35,1,9,2020-03-04,0.32,13,356,1,AJ-000614
34162126,Bed in 4-Bed Mixed Dorm Room private bathroom,19394205,Free Hostels,Eixample,la Nova Esquerra de l'Eixample,41.38866,2.14445,Shared room,33,1,30,2020-09-24,1.05,13,308,16,AJ-000614
34162370,Bright Room in the heart of Gotico near the beach!,28698312,Violeta,Ciutat Vella,el Barri Gòtic,41.37989,2.18153,Private room,90,2,1,2019-05-01,0.03,1,0,0,Exempt
34162520,Bed in 6-Bed Female Dorm Room Private Bathroom,19394205,Free Hostels,Les Corts,les Corts,41.38883,2.14257,Shared room,33,1,5,2020-01-31,0.18,13,192,1,AJ-000614
34162968,Bed in 6-Bed Mixed Dormitory Room,19394205,Free Hostels,Eixample,la Nova Esquerra de l'Eixample,41.38871,2.14449,Shared room,31,1,13,2020-09-17,0.45,13,295,3,AJ-000614
34169571,Habitacio bonica entre la platja i el barri gòtic,257981588,Francesc,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3907,2.18731,Private room,28,2,49,2021-06-03,1.77,1,0,12,Exempt
34170515,"2 apartment duplex with private terrace, sleeps 6",480528,Andrei,Gràcia,la Vila de Gràcia,41.40213,2.16117,Entire home/apt,125,3,31,2020-01-20,1.23,16,314,5,HUTB-009991
34172388,BCN EXPERIENCE!! B&kick scooter!! Enjoy it!,186425009,Andreu,Eixample,el Fort Pienc,41.40088,2.1857,Entire home/apt,135,3,3,2019-08-24,0.11,1,89,0,Exempt
34173162,Penthouse with terrace (plaza España),4002679,Lamarsó,Sants-Montjuïc,la Font de la Guatlla,41.3734,2.14722,Entire home/apt,63,2,55,2021-08-19,1.96,2,22,24,HUTB-004280
34173797,Poble Sec Family,2439400,KeyBarcelona,Sants-Montjuïc,el Poble Sec,41.37324,2.16628,Entire home/apt,160,1,9,2019-10-16,0.36,24,39,0,HUTB-005959
34175313,"Habitación con baño privado, zona Sagrada Família.",37032072,Joan Josep,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40538,2.16925,Private room,16,31,4,2019-06-02,0.15,11,252,0,
34191394,Deluxe Appartment By Gracia EnjoyBCN Apts,258124938,Patio De Gracia,Gràcia,la Vila de Gràcia,41.39906,2.15328,Entire home/apt,286,1,32,2020-02-27,1.22,4,364,7,HUTB-005070
34191633,"Stylish  loft with terrases, rented monthly",15802369,Familia,Gràcia,la Vila de Gràcia,41.40644,2.15336,Entire home/apt,60,32,8,2021-08-26,0.41,2,125,3,
34191752,Cozy&lovely apartment in the centre!,224372816,Henrik,Ciutat Vella,el Raval,41.37906,2.16926,Entire home/apt,117,4,82,2021-08-14,3.37,11,102,35,HUTB-001630
34193287,"Ideal para un grupo o familia, centrico, tranquil",258157785,Luisa,Ciutat Vella,el Barri Gòtic,41.38017,2.17704,Entire home/apt,120,32,0,,,1,221,0,
34194215,Superior Apartment By Gracia EnjoyBCN Apts,258124938,Patio De Gracia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39888,2.14793,Entire home/apt,306,1,12,2020-03-18,0.48,4,345,3,HUTB-005087
34194706,Piso Fran,237991535,Francesc,Eixample,la Sagrada Família,41.40658,2.17973,Private room,60,2,0,,,1,358,0,Exempt
34195336,"Cozy, Central and Comfy apartment MIN 32 NIGHTS!",224372816,Henrik,Eixample,el Fort Pienc,41.39572,2.18587,Entire home/apt,60,32,3,2021-07-23,0.26,11,94,3,HUTB-000906
34195338,Two bedroom apartment in Barcelona,10693680,Ramón,Horta-Guinardó,el Guinardó,41.41849,2.17918,Entire home/apt,95,2,0,,,37,235,0,HUTB-011637
34198576,Estupenda Habitación Doble con Baño Privado!,90311866,Marco,Eixample,la Sagrada Família,41.40331,2.18064,Private room,96,2,60,2019-10-21,2.08,1,179,0,Exempt
